,troll,mentions,tweet
776,paulinett,"[""blicqer""]",RT @blicqer: ▶ Foreclosure victims blame Trump’s top economic advisor for booting them from their homes https://t.co/fJfrHMtUJc @RawStory h…
777,jeanuttella,"[""mspackyetti""]",RT @MsPackyetti: I think sometimes there's an assumption that being a never Trump Dem means I judge people who will write in or vote 3rd pa…
778,gallowayeliana,"[""em2wice"",""fusion""]",RT @em2wice: A civil rights museum denied Donald Trump a private tour. His fans threatened to torch it. https://t.co/iVvvSQLc18 via @fusion
779,javonhidp,"[""charlesmblow""]","RT @CharlesMBlow: Trump, you must do something desperate to turn this around. I've got it: Make another Playboy porno. Maybe that'll… "
780,jerstoner,"[""talibkweli"",""alphakilla""]",RT @TalibKweli: Bash u? U showed up here uninvited to support trump &amp; silence us. Shut ya bitch ass up nobody bashing u @alphakilla https:/…
781,drmichaelgarcia,"[""rick00979"",""cnn"",""docrocktex26"",""msnbc""]",RT @rick00979: @docrocktex26 I refuse to watch @CNN and @MSNBC. They propped up Trump for ratings. They have no integrity.
782,queennarielle,"[""blicqer"",""bbc5live""]",RT @blicqer: ▶US election: Donald Trump to call for 'testing' immigrants https://t.co/KmtaH8ylwL @BBC5Live
783,peytoncashout,"[""pattiagarder"",""wikileaks"",""embassycat"",""fbi"",""ggreenwald""]","RT @PattiaGarder: .@wikileaks @FBI @EmbassyCat John Podesta to Herbert Sandler
referring to @ggreenwald article.
""That's your… "
784,jaydaastonishin,"[""blicqer""]","RT @blicqer: ▶ Not GoldStar families, not veterans, not Mexicans: Here’s why McCain finally jumped off Trump Train… "
785,javonhidp,"[""blicqer""]",RT @blicqer: ▶ Documents Reveal Trump Personally Invested in Companies Behind Dakota Access Pipeline https://t.co/wBUzNTrkdu… 
786,camosaseko,"[""bipartisanism"",""blicqer""]",RT @blicqer: ▶ Donald Trump LAUNCHES Into Sunday Morning Online Mental Breakdown (TWEETS) https://t.co/9JYIWTFM6Q @Bipartisanism https://t.…
787,bigboyjasiah,"[""twitashitter"",""talibkweli""]",RT @TalibKweli: Ask yourself why Milo and Trump so many supporters are supporting YOU @twitashitter this ain't the only one https://t.co/tA…
788,melanymelanin,"[""blicqer"",""foxnews""]",RT @blicqer: ▶ EXCLUSIVE Comey to staffers: Election required probe disclosure https://t.co/CLqbCzYfGm @FoxNews https://t.co/owhynNdY9A
789,johnievogue,"[""fusion""]",RT @Fusion: Hillary Clinton campaign steps up to protect Latino voters with new hotline in Spanish: https://t.co/Hc397rmBtG https://t.co/P2…
790,ramonasnails,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Trump rushed off stage by Secret Service agents at Reno rally https://t.co/UAafFzr7MV @NYDailyNews https://t.co/PssWKRMhqj
791,samirgooden,"[""blu_philosopher"",""revjjackson"",""amjoyshow"",""realdonaldtrump""]",RT @Blu_PHIlosopher: @amjoyshow I love how you operate.....YES! Call @RevJJackson for clarification and shut down @realDonaldTrump talking…
792,finnaglo,"[""ggreenwald""]","RT @ggreenwald: As Israel Prospers, Obama Set to Give Billions More in Aid While Netanyahu Demands More  https://t.co/dLkKXysIUO"
793,maymaymyy,"[""livenewscloud"",""blicqer""]",RT @blicqer: Obama: Trump appeals to ‘folks who feel left out’ – WATCH THE INT... https://t.co/6ASbX7m9Yo via @LiveNewsCloud https://t.co/G…
794,brianaregland,"[""feministajones""]","RT @FeministaJones: Well, you know, blue lives matter so... https://t.co/L9Hv3iFNNJ"
795,ogdeandre,"[""mmfa"",""talibkweli""]",RT @TalibKweli: RT @mmfa: Maddow examines how white supremacists are mobilizing to support Donald Trump:  https://t.co/VygdJir5F7 https://t…
796,travisrespek,"[""ggreenwald""]","RT @ggreenwald: Sending a straight guy go on Grindr to out gay Olympians is a bit weirder. Also, unlike your tweet, that happened. https://…"
797,camosaseko,"[""blicqer""]","RT @blicqer: ▶ Samantha Bee on Tim Kaine: Remind Me, Why Is Senator ‘Not Elizabeth Warren’ on the Ticket? (Video)… "
798,eliasbrick,"[""bbc5live"",""blicqer""]",RT @blicqer: ▶Nigel Farage to speak at Donald Trump rally https://t.co/EAIMKNNeBo @BBC5Live
799,fightm_d_b,"[""charlesmblow"",""transgriot""]",RT @TransGriot: @CharlesMBlow They're not...Some peeps desperate to have a white man back in the White House &amp; don't care Trump is unqualif…
800,imissobama,"[""ggreenwald""]","RT @ggreenwald: Chris Matthews, somehow, actually identified the real problem perfectly: https://t.co/Yvnmeb2bBJ"
801,paulinett,"[""shaunking""]","RT @ShaunKing: Anytime I see a conservative criticize Colin Kaepernick for being offensive or crass, I just have two words for you = Donald…"
802,paulinett,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Donald Trump takes midnight lead in tiny New Hampshire towns https://t.co/N6so5pKsQ7 @NYDailyNews https://t.co/LYyHHeDbL1
803,hunteroddddom,"[""talibkweli""]","RT @TalibKweli: They add ""deplorable"" to their names 2 show support for Trump. They troll ppl of color all day calling ppl SJW, cuck, retar…"
804,jaydaastonishin,"[""blicqer""]",RT @blicqer: ▶ We Are One GOP-Controlled Statehouse Away From a Convention to Rewrite the Constitution https://t.co/53EliABbr4… 
805,blmsoldier,"[""gop"",""docrocktex26"",""ak_candor""]","RT @ak_candor: @docrocktex26 @GOP hypocrisy then, hypocrisy now. I expect nothing less from them"
806,melanymelanin,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Gabriel Schoenfeld: Trump vs. Nixon: a tale of the tape https://t.co/RIQhqhOaU2 @NYDailyNews https://t.co/sbcFbZgC33
807,jerstoner,"[""fusion""]",RT @Fusion: Will Trump keep us safe? This cartoon might make you think twice: https://t.co/8mvWVCinBJ https://t.co/3ioydRlWcG
808,brentmcclure275,"[""feministajones""]","RT @FeministaJones: How did the ""Hillary Clinton is a warmongerer"" rhetoric start? Anyone have a specific pinpoint like an article or somet…"
809,stanleyparris,"[""bbc5live"",""blicqer""]",RT @blicqer: ▶Nigel Farage to speak at Donald Trump rally https://t.co/EAIMKNNeBo @BBC5Live
810,camosaseko,"[""blicqer"",""cnsnews""]",RT @blicqer: ▶ Police: Powder mailed to Clinton campaign not harmful https://t.co/iqfGMu5hVf @CNSNews https://t.co/OzjeadBhHY
811,finnaglo,"[""blicqer"",""livenewscloud""]",RT @blicqer: ▶WikiLeaks Denies Trying to Hack Trump’s Tax Returns [VIDEO] https://t.co/uQ31yoiruI @LiveNewsCloud
812,melanymelanin,"[""delo_taylor""]",RT @Delo_Taylor: Come on fam you said it was intimidation. Who was being intimidated? Black Obama voters? Again...West Philadelphia. https:…
813,johnievogue,"[""blicqer"",""alternet""]","RT @blicqer: ▶ Trump University? You Won't Believe This Other Under-the-Radar Bondi Scheme,… https://t.co/wUucyCv4tE @AlterNet https://t.co…"
814,jery_robertsyo,"[""ggreenwald"",""mcurryfelidae07"",""jkirchick""]",RT @mcurryfelidae07: Queer-outing outlet's @jkirchick has Deeply Informed us that @ggreenwald supports the guy who wants Snowden executed h…
815,javonhidp,"[""blicqer""]","RT @blicqer: ▶ WATCH LIVE: GOP presidential nominee Donald Trump holds rally in Golden, Colorado https://t.co/77vW08HevU… "
816,charlesrespeck,"[""transgriot""]","RT @TransGriot: Ken Paxton, stop wasting $3.5 million of our Texas tax dollars defending the TX GOP Voter Suppression Law"
817,javonhidp,"[""fusion""]","RT @Fusion: ""He just doesn't understand us.""

Michelle Obama dragged Donald Trump for his complete and utter ignorance about wo… "
818,javonhidp,"[""blicqer""]","RT @blicqer: KARMA BITES: GOP Candidate Who Offered Kool-Aid, KFC and Watermelons Arrested… Get The Details!… "
819,ogdeandre,"[""cnn"",""mrnegromilitant""]","RT @MrNegroMilitant: What the Green Party's Jill Stein believes in 2 minutes on #CNN #Trump gets days worth of coverage from @CNN

https://…"
820,javonhidp,"[""charlesmblow""]",RT @CharlesMBlow: I hate that NY doesn't have early voting as far as I know. I want to vote NOW! So over this damned election…
821,onemightyfish,"[""deray"",""nayaknomi""]",RT @NaYaKnoMi: @deray is a trump supporter https://t.co/3brbEGuwVk
822,nojonathonno,"[""eurweb"",""blicqer""]",RT @blicqer: Vandal Destroys Donald Trump’s Walk of Fame Star With a Sledgehammer https://t.co/BQIcq9L3qM @EurWeb https://t.co/1jHnrJ8jXh
823,nojonathonno,"[""shaunking""]",RT @ShaunKing: Trump intends to undermine our very democracy. He spent years saying Obama was an illegitimate President and he's a… 
824,damanimiles,"[""urbanintellects"",""blicqer""]",RT @blicqer: CNN ‘You have normalized’ white supremacy with shoddy Trump repo... https://t.co/mNenDi1PMm via @UrbanIntellects https://t.co/…
825,hunteroddddom,"[""thedailybeast"",""kylegriffin1""]","RT @kylegriffin1: The Trump Foundation scandal is about to go national, as other states could follow the NY AG's lead —@thedailybeast… "
826,javonhidp,"[""thedailyedge""]","RT @TheDailyEdge: Alleged child rapist Trump's has ""deep and nasty"" ties to a convicted pedophile Trump calls a ""great guy"" https://t.co/hU…"
827,nojonathonno,"[""nydailynews"",""blicqer""]",RT @blicqer: ▶ Trump wants 'Hamilton' cast apology after actor's speech to Pence https://t.co/h4LRoWMbt2 @NYDailyNews https://t.co/pYCVsRrl…
828,eliasbrick,"[""rawstory""]",RT @RawStory: Mike Pence: ‘I don’t understand’ why Michelle Obama denounced Trump’s ‘sexually predatory behavior’… 
829,nojonathonno,"[""foxnews"",""blicqer""]",RT @blicqer: ▶ ELECTION DAY FEARS Campaign rhetoric forces schools to close on Nov. 8 https://t.co/8IWlR8ghG7 @FoxNews https://t.co/a2h9NTk…
830,baobaeham,"[""amjoyshow"",""revjjackson"",""blu_philosopher"",""realdonaldtrump""]",RT @Blu_PHIlosopher: @amjoyshow I love how you operate.....YES! Call @RevJJackson for clarification and shut down @realDonaldTrump talking…
831,javonhidp,"[""fusion""]","RT @Fusion: Obama jumps into the #NoDAPL convo, saying the federal gov is considering re-routing the Dakota Access Pipeline:… "
832,iiddaamarks,"[""blicqer"",""alternet""]","RT @blicqer: ▶ Trump University? You Won't Believe This Other Under-the-Radar Bondi Scheme,… https://t.co/wUucyCv4tE @AlterNet https://t.co…"
833,janelperkinson,"[""fusion""]",RT @Fusion: Martin O'Malley says Mike Pence is 'clueless' when discussing race and law enforcement: https://t.co/Cfhe4y5nTO https://t.co/cf…
834,melanymelanin,"[""blicqer""]",RT @blicqer: ▶ Early Voting and Final Polls Suggest Women and Minorities Will Propel Clinton to Victory https://t.co/NfmlPcxF5P @AlterNet h…
835,iiddaamarks,"[""russian_starr"",""realdonaldtrump""]",RT @Russian_Starr: .@realDonaldTrump Here is another question: What is your policy on the continent of Africa? What is your vision for its…
836,iiddaamarks,"[""charlesmblow"",""transgriot""]",RT @TransGriot: @CharlesMBlow They're not...Some peeps desperate to have a white man back in the White House &amp; don't care Trump is unqualif…
837,bigboysneed,"[""urbanintellects"",""blicqer""]",RT @blicqer: CNN ‘You have normalized’ white supremacy with shoddy Trump repo... https://t.co/mNenDi1PMm via @UrbanIntellects https://t.co/…
838,wokefromday1,"[""docrocktex26""]","RT @docrocktex26: Yes I have, and we go together. https://t.co/kPzLjSQCBA"
839,camosaseko,"[""blicqer""]",RT @blicqer: ▶ BREAKING: FBI Moving To Investigate Trump’s Russian Ties To Cyber-Terror &amp; Treason https://t.co/RzZX2RwxWe… 
840,adamchapmanjr,"[""transgriot"",""potus""]",RT @TransGriot: THe GOP is STILL mad at @POTUS https://t.co/uSkA7Gvacs
841,iiddaamarks,"[""shaunking""]","RT @ShaunKing: Connor McGregor is the Donald Trump of MMA. Or the Mike Tyson of MMA.

Both metaphors work plus Tyson &amp; Trump love each othe…"
842,susayung,"[""talibkweli""]",RT @TalibKweli: Breitbart Staffer Say Trump gives money to Breitbart  https://t.co/ImMKKMDYn2 https://t.co/FyIbowlMd4
843,eliasbrick,"[""rawstory""]",RT @RawStory: Eric Trump becomes second Trump to appear on radio show with ties to white nationalism https://t.co/ionMc5cpzA https://t.co/M…
844,nojonathonno,"[""danteb4u""]",RT @DanteB4u: Ohio reeks of #VoterSuppression &amp; #Gerrymandering: Unfairly rigged by the #GOP #StandUp &amp; #VoteOutGOP! #OHvotesEarly https://…
845,jassscott,"[""russian_starr""]",RT @Russian_Starr: In the middle of downtown. #RNCinCLE https://t.co/Zt6VT1inHb
846,nojonathonno,"[""blkagendareport"",""blicqer""]",RT @blicqer: Malcolm X on Hillary Clinton and Donald Trump https://t.co/LIyW94e4QZ @BlkAgendaReport https://t.co/tP06jwFIMS
847,ramonasnails,"[""blicqer""]",RT @blicqer: ▶ BREAKING: FBI Officially Opens Inquiry Into Trump Campaign’s Russian Connections (DETAILS)… 
848,javonhidp,"[""blicqer"",""bipartisanism""]",RT @blicqer: ▶ Donald Trump Threatens To Assassinate MAJOR World Leader (DETAILS) https://t.co/T4pUEb5mqN @Bipartisanism https://t.co/GD9Pv…
849,nojonathonno,"[""shaunking""]",RT @ShaunKing: I swear it's like Donald Trump is not a real human being. When I first saw this tweet I honestly thought it was fro… 
850,jaydaastonishin,"[""blicqer"",""chidefender""]",RT @blicqer: Mike Pence’s Denial Of Statements Trump Actually Made Is ‘Laughable’ https://t.co/lzFZm6XtUE @ChiDefender https://t.co/z9rzJLv…
851,pamblmdaniels,"[""ggreenwald"",""michaeltomasky""]",RT @ggreenwald: I would have bet a zillion dollars this was by DNC/HRC spokesman @michaeltomasky before even clicking. https://t.co/CuMQDa9…
852,regieblackmon,"[""tyleroakley"",""deray""]","RT @tyleroakley: a great, quick read from @deray. https://t.co/pc9vdNstGG"
853,finnaglo,"[""djolder"",""ellemagazine""]",RT @djolder: Hillary Clinton Interviewed by #1000blackgirlbooks creator Marley Dias https://t.co/RA87pQmnrF via @ElleMagazine
854,susayung,"[""thedailyedge"",""gop""]",RT @TheDailyEdge: If only Obama and the CDC had known about the threat of #Zika and asked the @GOP Congress for funding months ago! Oh that…
855,eliasbrick,"[""shaunking""]","RT @ShaunKing: Anytime I see a conservative criticize Colin Kaepernick for being offensive or crass, I just have two words for you = Donald…"
856,hunteroddddom,"[""deray""]","RT @deray: Stop w/ the false equivalencies, y'all. The DNC is flawed but is not synonymous w/ Trump. HRC was imperfect but is not synonymou…"
857,crystal1johnson,"[""fusion""]",".@Fusion: Maced. Tased. And put into cages.

The UN is investigating human rights violations against #NoDAPL activi… https://t.co/dltNT25oaW"
858,ramonasnails,"[""danteb4u""]","RT @DanteB4u: Trump, the #GOP and their anti-democracy in the republic agenda is dangerous and must be stopped by the vote. #NeverVoteTrump…"
859,jeanuttella,"[""danteb4u""]","RT @DanteB4u: #GOP caused the Great Recession, tarnished the Presidency, Supreme Court, Senate, &amp; HOR. Greed over People politics don't wor…"
860,melanymelanin,"[""blicqer"",""chidefender""]",RT @blicqer: Thousands Race For Clemency Ahead Of Obama White House Departure https://t.co/SpaVDxwN9B @ChiDefender https://t.co/PN7pF9kOMz
861,youjustctrlc,"[""deray""]","RT @deray: oh, okay. https://t.co/lfANKjblqY"
862,gallowayeliana,"[""alternet"",""blicqer""]","RT @blicqer: ▶ Trump University? You Won't Believe This Other Under-the-Radar Bondi Scheme,… https://t.co/wUucyCv4tE @AlterNet https://t.co…"
863,javonhidp,"[""charlesmblow"",""realdonaldtrump""]","RT @CharlesMBlow: So @realDonaldTrump is frantically tweeting out all his debate prep links. It's comical really. Dude, don't show your han…"
864,eliasbrick,"[""blicqer"",""bipartisanism""]",RT @blicqer: George W. Bush Verbally Assaults Donald Trump During Private Fund... https://t.co/pNIBvfgDS7 via @Bipartisanism https://t.co/U…
865,bigboyjasiah,"[""shaunking""]",RT @ShaunKing: It is bad for our very democracy that Donald Trump is the Republican nominee for President of the United States. He's a terr…
866,johnieboycooks,"[""djolder""]",RT @djolder: looking extra like a boss https://t.co/ovxJtlg9Su
867,javonhidp,"[""talibkweli"",""alphakilla""]",RT @TalibKweli: U support Trump. U call yourself alpha Killa. Yes u are ignorant. No u clearly dont see all men as equal @alphakilla https:…
868,paulinett,"[""rawstory"",""blicqer""]",RT @blicqer: ▶ More Republicans expect Clinton to win US election than Trump: Poll https://t.co/Z8WqlfD63X @RawStory https://t.co/weijcoeFAg
869,jassscott,"[""hillaryclinton"",""delo_taylor""]",RT @Delo_Taylor: And @HillaryClinton voters will be back at square one trying to emotionally bride you into supporting her trash politics f…
870,corynaenae,"[""russian_starr""]",RT @Russian_Starr: In the middle of downtown. #RNCinCLE https://t.co/Zt6VT1inHb
871,melanymelanin,"[""blicqer""]",RT @blicqer: ▶ Trump advocate: Media needs to ignore Trump accusers being ‘rolled out’ to ‘man-shame’ him https://t.co/iieALvxgop @RawStory…
872,ramonasnails,"[""delo_taylor""]",RT @Delo_Taylor: Statement from Paul Manafort on his resignation &amp; the current state of the Donald Trump campaign: https://t.co/mAkanskp2H
873,camosaseko,"[""natcounterpunch"",""blicqer""]","RT @blicqer: ▶ Red State Mysteries: Bud Light, Donald Trump https://t.co/105DhbRS0L @NatCounterPunch https://t.co/4Af6TJZhCR"
874,baobaeham,"[""nycbubbles"",""realdonaldtrump"",""docrocktex26""]",RT @nycbubbles: @docrocktex26 @realDonaldTrump Nothing says presidential like trying to denigrate an American company employing thousands o…
